1 28 48 47 46 46 33 2 27 64 23 2 0 13 64 55 31 64 44 6 0 9 64 57 2 41 64 64 53 59 47 4 22 60 39 19 36 62 62 17 47 51 2 0 0 11 59 64 42 59 23 0 0 18 56 64 3 21 54 64 64 63 36 9 12 4 2 2 1 2 4 9 8 6 1 0 0 0 3 7 13 4 3 11 5 3 3 15 12 0 0 10 6 0 0 10 0 5 5 1 0 3 5 1 2 0 4 1 0 3 0 3 2 0 4 3 0 1 0 3 0 2 0 1 4 3 1 1 3 2 4 5 5 1 1 3 1 1 1 0 0 3 2 1 2 1 5 2 2 4 2 0 2 5 3 0 0 2 5 4 0 3 0 0 1 0 3 1 5 0 4 0 0 5 0 3 5 0 3 1 0 5 0 3 1 4 0 0 1 1 3 1 4 1 4 1 1 1 1 4 4 4 0 0 0 4 1 2 5 2 3 0 0 3 2 2 1 1 5 3 2 1 5 1 2 5 3 2 5 1 4 3 10 5603713 8
48 48 48 54 64 8 0 0 16 16 48 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 26 32 54 64 64 37 32 7 2 2 2 1 0 60 60 63 0 0 0 0 0 0 0 63 0 19 19 19 19 19 19 10 23 23 23 23 23 23 23 15 5 5 5 4 2 0 0 0 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 2 2 2 1 2 0 0 1 0 5 0 0 0 0 4 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 1 2 3 3 3 0 3 0 1 1 3 3 0 3 1 2 11 5144961 1
4 26 48 57 59 48 22 0 48 60 23 0 8 50 64 42 64 64 27 0 0 24 64 64 31 37 5 0 1 51 64 52 0 0 0 0 36 64 42 5 0 0 5 46 60 24 0 0 0 20 59 46 6 0 6 19 19 64 32 1 0 0 39 64 8 5 2 0 0 2 5 11 0 0 4 10 15 21 0 0 15 3 0 3 36 25 14 6 14 2 0 0 10 22 33 0 2 5 5 1 2 5 5 0 2 0 5 2 3 3 0 4 0 0 2 0 0 0 0 0 5 5 2 0 1 3 0 3 0 0 0 0 3 0 4 1 0 0 3 5 2 5 0 0 0 5 2 4 3 0 1 5 1 2 5 0 0 0 1 2 1 2 0 1 0 0 3 0 4 2 1 0 2 3 0 4 2 0 4 0 0 5 0 2 3 1 2 0 0 4 0 3 0 0 0 0 5 0 3 2 0 0 1 3 1 3 0 0 0 3 2 3 2 0 2 1 4 3 4 3 3 0 4 3 1 4 3 3 5 0 1 1 12 5210497 2
48 48 48 54 64 8 0 0 16 16 48 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 26 32 54 64 64 37 32 7 2 2 2 1 0 60 60 63 0 0 0 0 0 0 0 63 0 19 19 19 19 19 19 10 23 23 23 23 23 23 23 15 5 5 5 4 2 0 0 0 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 2 2 2 1 2 0 0 1 0 5 0 0 0 0 4 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 1 2 3 3 3 0 3 0 1 1 3 3 0 3 1 2 13 5144961 1
0 10 43 47 56 48 28 0 25 62 35 2 6 48 36 0 56 52 15 27 37 24 6 0 64 64 57 40 43 63 56 6 64 53 3 0 0 26 64 37 64 53 4 0 0 9 64 57 42 64 29 0 3 48 61 10 3 33 54 64 64 51 20 0 12 7 2 2 0 2 4 36 8 3 1 0 0 1 5 17 17 4 0 0 0 0 3 11 12 10 25 9 4 0 6 14 0 3 5 1 1 5 4 0 3 1 4 1 1 5 4 0 1 0 3 5 5 5 3 0 0 0 2 5 5 1 2 1 0 1 2 0 0 3 0 3 0 1 1 0 0 1 0 3 2 0 3 2 3 3 1 1 2 5 3 0 0 4 4 0 0 2 1 0 0 0 4 0 4 0 4 0 4 0 4 0 3 4 1 1 1 0 2 0 2 0 1 0 1 0 3 2 2 4 1 0 0 5 0 4 2 4 1 0 0 5 0 3 5 0 5 0 1 3 1 3 1 1 4 4 3 0 5 3 2 4 2 3 5 1 4 3 14 5472641 6
1 28 48 55 52 33 2 0 28 64 35 2 11 59 49 4 63 55 6 0 0 40 64 27 64 48 0 0 0 40 64 64 64 48 0 0 0 40 64 64 64 53 4 0 0 41 64 27 33 64 38 0 20 63 54 6 0 16 54 64 63 36 5 0 12 4 2 0 1 4 9 22 11 6 1 0 0 3 8 22 13 4 0 0 0 0 3 15 20 10 5 0 0 6 9 18 0 5 5 0 3 5 1 0 3 0 4 1 3 2 3 1 0 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 3 4 0 3 2 4 1 2 1 0 4 3 0 2 5 2 0 0 3 0 0 0 3 1 0 5 0 4 0 4 1 4 1 3 3 2 0 0 5 0 5 2 5 0 0 0 5 0 2 2 5 0 0 0 5 0 2 2 4 1 0 0 5 0 4 4 0 5 0 4 0 3 2 0 1 5 3 1 0 6 6 1 2 3 5 1 3 5 3 15 5079425 0
40 64 64 64 64 64 64 36 57 51 15 8 11 55 49 2 24 8 0 3 51 57 8 0 0 0 0 39 64 20 0 0 0 0 20 64 49 0 0 0 0 0 48 64 24 0 0 0 0 13 64 64 24 0 0 0 0 8 54 63 13 0 0 0 2 0 0 0 0 0 0 2 45 50 1 0 25 40 50 59 2 0 34 26 22 18 14 15 0 9 17 21 25 29 29 30 3 2 2 2 2 2 2 0 1 3 5 5 3 0 3 1 5 2 0 1 3 2 2 0 0 0 0 3 0 2 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 4 2 1 0 0 0 5 0 0 0 0 0 0 4 4 2 2 0 1 3 4 1 1 2 0 1 3 3 2 0 0 0 0 4 0 4 0 0 0 0 5 0 5 0 0 0 0 0 5 0 5 0 0 0 0 4 0 0 5 0 0 0 0 2 1 1 1 1 3 3 1 0 1 1 1 1 2 4 16 5538177 7
8 41 45 56 50 43 22 0 49 64 31 0 7 58 62 13 14 21 1 0 8 59 64 15 0 0 27 57 64 64 37 0 0 0 0 0 13 42 64 36 27 31 6 0 0 24 64 64 64 64 33 0 0 44 64 55 14 41 60 64 64 60 15 0 7 2 2 0 2 2 4 36 6 3 0 0 0 0 6 9 9 0 41 20 43 24 0 7 15 6 6 14 5 0 0 15 3 5 2 2 4 5 4 0 0 0 1 0 4 0 1 1 3 5 0 2 4 0 0 1 0 0 1 2 1 0 0 0 0 0 0 0 5 3 0 4 5 5 2 0 0 0 0 0 0 0 1 2 2 3 0 4 4 5 2 0 0 2 4 0 2 1 0 0 0 1 2 0 4 0 5 0 0 4 0 4 2 1 0 0 1 3 0 5 0 0 4 0 0 0 4 0 0 0 0 0 1 4 0 4 2 1 1 0 0 5 0 2 2 0 5 0 0 4 0 2 2 0 4 1 2 0 3 2 2 5 1 4 4 0 4 2 17 5276033 3
8 64 64 64 64 64 64 64 36 61 18 8 8 8 8 12 40 60 24 31 40 25 4 0 40 64 48 40 40 57 59 12 10 19 0 0 0 24 64 64 48 53 16 0 0 24 64 64 57 64 21 0 0 45 64 38 14 41 60 64 64 60 16 0 9 0 0 0 0 0 0 0 6 3 0 0 0 0 6 12 7 3 3 3 26 0 0 7 0 47 23 6 0 0 3 15 0 2 2 2 2 2 2 2 2 0 5 5 5 5 5 5 0 0 5 5 5 5 2 0 0 0 5 5 5 3 2 3 3 5 0 0 0 0 0 1 5 5 2 0 0 0 0 0 1 0 1 2 2 3 0 4 3 5 2 0 0 2 4 0 5 0 0 0 0 0 0 2 5 2 2 0 0 0 0 0 5 3 0 1 0 1 1 0 5 0 1 0 0 2 1 3 2 2 0 0 0 5 0 2 3 1 3 0 0 5 0 2 3 0 4 0 0 4 0 3 3 0 1 1 1 1 5 2 2 5 1 1 1 3 4 2 18 5407105 5
8 41 45 56 50 43 22 0 54 64 32 0 7 58 62 13 16 24 10 0 8 59 64 15 0 0 27 57 64 64 37 0 0 0 0 0 13 52 64 36 27 31 6 0 0 24 64 64 64 64 33 0 0 44 64 55 14 41 60 64 64 60 15 0 7 2 2 0 2 2 4 36 6 3 0 0 0 0 6 9 9 0 41 20 41 24 0 7 15 6 6 14 5 0 0 15 3 5 2 2 4 5 4 0 1 0 0 0 4 0 1 1 4 5 1 2 4 0 0 1 0 0 1 2 1 0 0 0 0 0 0 0 5 3 0 4 5 5 2 0 0 0 0 0 0 0 1 2 2 3 0 4 4 5 2 0 0 2 4 0 2 1 0 0 0 1 2 0 4 0 5 0 0 4 0 4 1 0 1 0 1 3 0 5 0 0 4 0 0 0 4 0 0 0 0 0 1 4 0 4 2 1 1 0 0 5 0 2 2 0 5 0 0 4 0 2 2 0 4 1 2 0 3 2 2 5 1 4 4 0 4 2 19 5276033 3
1 31 48 48 53 47 17 0 43 64 16 0 3 37 64 20 36 64 36 3 0 33 64 23 3 45 64 64 49 63 27 0 25 61 32 23 43 64 52 2 57 51 1 0 0 29 64 32 48 58 17 0 1 40 64 31 3 34 57 64 64 56 25 0 9 4 2 1 0 2 6 45 8 3 0 0 0 0 5 15 12 2 2 10 5 0 2 10 15 5 5 13 9 5 5 13 1 5 5 0 1 5 4 0 3 0 4 0 2 2 0 1 2 0 4 3 0 1 0 1 1 1 0 2 5 1 3 0 4 1 4 5 5 0 3 1 0 1 0 0 0 3 0 3 2 1 4 2 3 4 0 4 2 5 3 0 0 3 5 0 0 3 0 0 0 1 2 0 5 0 4 0 0 4 0 4 5 0 4 1 0 5 0 5 1 4 0 0 0 0 4 0 4 1 4 1 2 0 4 1 4 4 0 0 0 5 0 5 5 2 3 0 0 4 0 4 1 1 5 3 2 1 5 2 2 5 3 4 5 0 4 3 20 5603713 8
9 33 48 49 45 48 28 2 54 61 14 0 2 40 64 55 56 61 20 0 0 25 64 64 0 0 0 0 12 59 54 14 0 0 5 39 59 30 1 0 1 28 60 38 5 0 8 28 38 64 37 24 24 24 53 64 64 64 64 64 64 64 64 55 7 4 2 0 2 2 4 9 0 0 0 0 0 0 0 1 11 0 0 40 26 13 3 0 13 0 0 6 20 19 0 0 3 5 4 1 1 5 5 1 1 0 2 0 1 3 0 3 3 3 2 0 0 1 0 0 1 2 0 0 4 2 4 4 0 0 3 5 1 5 1 0 0 5 1 5 3 0 2 5 4 0 0 5 5 5 3 0 2 2 2 2 2 2 2 3 2 1 0 0 0 0 3 0 4 2 2 0 1 4 0 3 3 1 4 0 0 5 0 2 0 0 0 0 2 3 2 3 0 0 1 3 0 3 1 0 1 3 0 3 1 0 2 1 4 0 2 0 0 0 3 2 2 0 4 3 3 1 3 3 1 1 3 3 5 0 1 1 21 5210497 2
1 28 52 61 54 33 2 0 28 64 35 3 14 59 49 4 63 55 6 0 0 40 64 27 64 48 0 0 0 40 64 64 64 48 0 0 0 40 64 64 64 59 8 0 0 41 64 27 33 64 38 0 20 63 54 6 0 16 54 64 63 36 5 0 12 4 2 0 1 4 9 22 11 6 1 0 0 3 8 22 13 4 0 0 0 0 3 15 20 10 5 0 0 6 9 18 0 5 5 0 4 5 1 0 3 0 4 2 5 2 3 1 0 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 3 4 0 3 2 4 1 2 1 0 4 3 0 2 5 2 0 0 3 1 0 1 3 1 0 5 0 4 0 3 1 4 1 3 3 2 0 0 5 0 5 2 5 0 0 0 5 0 2 2 5 0 0 0 5 0 2 2 2 3 0 0 5 0 4 4 0 5 0 4 0 3 2 0 1 5 4 1 0 6 6 1 2 2 5 1 3 5 3 22 5079425 0
8 41 44 49 50 43 22 0 49 63 18 0 7 58 62 13 14 21 1 0 8 59 59 10 0 0 27 57 64 64 37 0 0 0 0 0 13 42 64 36 27 31 6 0 0 24 64 64 57 64 33 0 0 44 64 55 13 41 60 64 64 47 15 0 7 2 2 0 2 2 4 36 6 3 0 0 0 3 6 9 9 0 41 20 43 24 0 7 15 6 6 14 5 0 0 15 3 5 2 1 4 5 4 0 0 0 1 0 4 0 1 1 3 5 0 2 4 0 1 1 0 0 1 2 1 0 1 0 0 0 0 0 5 3 0 4 5 5 2 0 0 0 0 0 1 0 1 2 2 3 0 4 3 5 2 0 0 4 4 0 2 1 0 1 0 1 2 0 4 1 4 0 0 4 0 4 2 1 0 0 1 3 2 3 0 0 4 0 0 0 4 0 0 0 0 0 1 4 0 4 2 1 1 0 0 5 0 2 3 0 5 0 0 4 0 2 3 0 4 1 2 0 3 2 2 5 2 4 4 0 4 2 23 5276033 3
0 0 0 0 39 64 19 0 0 0 0 28 64 64 24 0 0 0 33 57 46 64 24 0 0 30 56 14 32 64 24 0 28 58 20 8 37 64 31 5 46 48 48 48 57 64 55 51 0 0 0 0 33 64 25 0 0 0 13 48 63 64 63 42 36 28 21 13 3 0 38 39 18 18 18 0 0 0 0 0 34 29 21 13 4 0 36 21 13 13 13 13 13 0 13 1 0 0 0 0 5 2 1 0 0 0 0 4 0 0 0 0 0 0 4 1 2 0 0 0 0 3 1 3 0 0 0 0 4 1 2 5 2 0 3 4 4 5 5 5 2 0 3 4 0 0 0 0 1 0 1 0 0 0 0 2 1 2 1 2 0 0 0 1 3 0 4 0 0 0 0 4 0 0 5 0 0 0 4 2 2 0 5 0 0 5 2 3 5 0 5 0 4 1 2 0 4 0 4 0 2 0 0 0 1 0 1 1 0 0 0 0 5 0 5 0 0 3 0 0 1 2 0 4 0 1 0 1 4 0 0 2 24 5341569 4
8 64 64 64 64 64 64 64 36 58 8 8 8 8 8 12 40 60 24 24 39 25 4 0 40 64 48 40 40 57 59 12 10 19 0 0 0 24 64 64 48 53 16 0 0 24 64 64 57 61 11 0 0 45 64 38 14 41 60 64 64 60 16 0 9 0 0 0 0 0 0 0 6 3 0 0 0 0 6 12 7 3 3 3 26 0 0 7 0 49 23 6 0 0 3 15 0 2 2 2 2 2 2 2 2 0 5 5 5 5 5 5 0 0 5 5 5 5 2 0 0 0 5 5 5 3 2 3 3 5 0 0 0 0 0 1 5 5 2 0 0 0 0 0 1 0 0 2 2 3 0 4 3 5 0 0 0 2 4 0 5 0 0 0 0 0 0 2 5 4 0 0 0 0 0 0 5 3 0 0 0 1 1 0 5 0 1 0 0 2 1 3 2 2 0 0 0 5 0 2 3 1 3 0 0 5 0 2 3 2 2 0 0 4 0 3 3 1 1 1 1 1 5 2 2 5 1 1 1 3 4 1 25 5407105 5
8 64 64 64 64 64 64 62 26 58 8 8 8 8 8 1 40 60 24 24 32 24 4 0 40 64 48 40 40 57 59 12 9 13 0 0 0 24 64 64 48 53 16 0 0 24 64 64 57 61 11 0 0 45 64 38 10 31 60 64 64 60 16 0 12 0 0 0 0 0 0 0 6 4 0 0 0 0 6 12 7 4 3 3 45 0 0 12 0 49 27 6 0 0 3 15 0 2 2 2 2 2 2 0 2 0 5 5 5 5 5 2 0 0 5 5 5 5 2 0 0 0 5 5 5 3 2 3 3 5 0 0 0 0 0 1 5 5 2 0 0 0 0 0 1 0 0 2 2 3 0 4 3 5 0 0 0 2 4 0 5 0 0 0 0 0 0 2 5 4 0 0 0 0 0 0 5 3 0 0 0 0 1 0 5 0 1 0 0 2 1 3 1 1 0 0 0 5 0 2 3 1 3 0 0 5 0 2 3 2 2 0 0 4 0 3 1 1 1 1 1 1 5 2 1 5 1 1 1 3 5 1 26 5407105 5
0 0 0 0 39 64 19 0 0 0 0 28 64 64 24 0 0 0 33 57 46 64 24 0 1 33 56 14 32 64 24 0 32 60 20 8 37 64 31 5 46 48 48 48 57 64 55 51 0 0 0 0 33 64 25 0 0 0 13 63 64 64 64 47 36 28 21 13 3 0 38 39 18 18 18 0 0 0 0 0 34 29 21 13 4 0 36 21 13 13 13 13 13 0 13 1 0 0 0 0 5 2 1 0 0 0 0 4 0 0 0 0 0 0 4 1 2 0 0 0 1 4 1 3 0 0 0 0 3 0 2 5 2 0 3 4 4 5 5 5 2 0 3 4 0 0 0 2 1 0 2 0 0 0 0 0 1 2 1 1 0 0 0 1 3 0 4 0 0 0 0 4 0 0 5 0 0 0 4 2 2 0 5 0 0 4 2 3 5 0 5 0 5 2 2 0 4 0 4 0 2 0 0 0 1 0 1 1 0 0 0 0 5 0 5 0 0 4 0 0 1 2 0 4 0 1 0 1 4 0 0 2 27 5341569 4
48 48 48 54 56 5 0 0 16 16 48 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 0 0 40 64 64 8 0 0 16 31 54 64 64 33 16 6 2 2 2 1 1 60 62 63 0 0 0 0 0 0 0 63 0 19 19 19 19 19 19 13 23 23 23 23 23 23 23 20 5 5 5 4 4 0 0 0 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 2 2 2 1 2 0 0 1 1 3 0 0 0 0 4 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 0 5 0 0 5 0 0 0 2 3 3 2 0 3 0 2 1 3 2 0 3 1 2 28 5144961 1
