20 29 11 15 32 24 8 23 64 64 16 24 64 64 13 64 64 64 24 64 64 64 64 64 64 16 64 64 64 64 64 16 64 64 64 64 24 64 64 24 24 64 50 52 63 64 0 63 0 0 12 7438721 T
3 16 16 16 16 5 2 23 60 64 64 64 61 6 39 64 64 64 64 32 10 63 64 64 64 64 1 40 64 64 64 64 64 64 64 64 48 64 64 8 21 64 42 64 64 64 6 16 2 2 13 5538177 7
64 64 56 8 64 64 64 64 64 64 35 0 52 64 64 64 64 63 10 27 64 64 64 64 42 48 6 62 64 64 64 56 46 64 64 49 51 64 64 64 64 5 50 25 0 20 26 0 0 0 14 6193537 A
49 11 34 44 28 14 62 49 1 44 64 64 63 13 56 15 9 64 64 64 50 58 1 27 64 64 64 64 64 5 21 64 24 30 21 4 64 40 52 64 64 53 22 31 28 58 2 0 1 0 15 6586753 G
18 56 9 32 64 28 19 57 13 64 31 30 64 33 52 64 9 60 16 64 20 64 64 23 45 25 61 25 64 64 40 36 36 64 64 53 41 64 64 54 53 64 27 26 64 64 4 0 1 1 16 7635329 W
12 0 45 64 46 2 34 64 56 2 36 64 29 39 64 64 64 35 42 22 64 64 64 64 62 12 60 64 64 64 64 22 64 64 64 64 35 64 64 64 59 3 32 15 0 28 0 0 2 0 17 7700865 X
19 17 24 18 3 28 63 29 39 64 64 64 34 0 37 61 64 64 64 46 0 30 64 64 64 64 28 4 57 64 64 64 52 64 64 64 17 64 64 40 64 0 12 23 12 12 6 5 4 2 18 5210497 2
57 21 29 45 38 24 8 57 8 38 64 64 64 55 0 22 8 62 64 64 64 38 3 16 64 64 64 64 64 3 16 64 64 64 24 3 64 58 58 64 64 56 26 25 31 62 2 0 3 0 19 6324609 C
6 12 32 32 30 5 42 64 16 24 64 64 64 45 38 64 16 24 64 64 43 64 64 16 14 40 26 24 64 64 17 56 23 64 64 24 64 64 64 64 64 8 11 35 21 9 4 3 0 0 20 6455681 E
20 29 43 43 25 23 54 0 30 64 64 64 64 20 16 17 3 38 64 49 3 31 64 44 12 12 27 54 64 56 26 37 32 58 7 29 64 5 1 64 64 18 20 28 25 50 2 4 0 4 21 5603713 8
2 38 64 44 3 35 59 48 8 64 63 23 49 64 64 54 2 59 50 64 64 64 56 1 19 45 64 64 64 56 1 7 64 64 56 0 30 64 56 63 21 0 32 0 16 39 3 0 0 0 22 6848897 K
2 17 62 64 50 2 35 64 30 4 61 64 41 28 64 64 60 7 60 15 63 64 64 64 36 7 51 64 64 64 64 5 64 64 64 64 6 64 64 8 33 64 43 54 64 64 0 43 2 0 23 7766401 Y
35 25 1 0 28 35 40 64 64 64 11 0 64 64 64 64 64 64 0 64 64 64 64 64 64 16 64 64 64 64 64 16 64 64 64 64 16 64 64 16 0 45 36 35 44 48 63 63 0 0 24 6717825 I
64 64 53 32 29 31 34 64 59 22 15 53 64 64 64 59 10 16 64 64 64 64 23 0 27 33 16 25 58 0 16 64 22 6 1 23 64 0 24 64 64 31 6 17 17 51 0 4 2 5 25 5472641 6
0 18 32 29 23 50 64 64 0 48 64 64 39 1 39 64 0 48 64 64 15 2 64 0 48 64 64 32 0 64 0 64 32 0 64 0 64 11 64 64 64 0 27 28 52 64 0 0 0 0 26 6390145 D
64 64 64 59 20 16 64 64 64 64 54 19 6 10 64 64 64 47 61 16 8 64 64 35 27 62 16 10 64 21 27 56 19 56 18 16 16 23 64 64 64 64 64 26 5 64 0 0 0 1 27 5341569 4
0 29 63 64 46 7 29 63 0 48 64 64 64 16 56 64 0 48 64 64 16 56 59 0 48 64 64 16 56 48 0 64 16 56 51 0 64 58 64 64 64 48 16 23 51 64 0 4 0 0 28 7504257 U
24 28 37 28 11 31 63 5 24 64 64 64 56 4 25 0 32 64 64 64 24 2 9 14 63 64 62 15 0 59 28 31 0 20 64 64 64 55 64 54 17 32 26 64 64 64 4 0 2 2 29 5669249 9
42 31 15 0 56 64 64 41 52 47 5 0 51 64 64 64 64 64 0 48 64 64 64 64 64 16 48 64 64 64 64 16 64 64 64 64 16 64 64 16 0 44 33 25 40 47 63 62 5 0 30 5144961 1
61 45 33 0 15 39 46 64 64 64 56 0 30 64 64 64 64 64 0 24 64 64 64 64 64 64 24 64 64 64 64 64 64 64 64 64 64 64 44 64 0 2 15 58 64 64 62 5 0 0 31 6783361 J
2 16 32 32 32 19 2 64 14 40 64 64 64 63 13 64 16 40 64 64 37 64 64 16 19 32 25 16 64 64 16 56 9 64 64 16 64 64 64 64 64 6 18 64 64 64 4 3 0 0 32 6521217 F
25 19 24 18 7 28 61 43 46 64 64 64 43 0 44 64 64 64 64 37 11 59 64 64 51 34 6 50 64 64 64 56 7 14 64 64 64 0 56 64 64 1 12 28 46 64 6 4 4 3 33 5276033 3
64 31 14 16 16 16 24 64 35 27 64 64 64 64 64 39 0 12 36 55 64 64 59 56 53 43 4 13 56 64 64 64 13 25 64 64 64 13 60 64 64 2 26 26 52 64 6 4 4 4 34 5407105 5
7 13 43 64 64 64 64 64 16 28 64 64 64 64 64 64 16 24 64 64 64 64 64 16 24 64 64 64 64 64 16 64 64 64 64 16 64 58 64 64 64 9 9 40 14 28 0 3 0 0 35 6914433 L
0 0 0 0 0 0 40 0 6 41 48 48 48 48 58 0 8 40 47 59 64 64 0 0 9 31 3 18 46 32 39 64 0 0 64 64 64 0 57 47 25 0 0 24 44 64 10 10 1 5 34 5407105 5
38 19 0 0 29 64 64 23 0 21 48 38 7 5 55 32 36 61 64 29 0 40 64 64 64 64 1 3 52 64 64 27 58 64 64 46 0 48 16 42 48 0 0 0 0 0 11 10 0 1 18 5210497 2
2 0 0 0 21 54 64 32 37 48 48 29 0 4 53 64 64 53 38 1 15 61 64 51 0 1 0 47 64 64 64 54 3 31 64 64 64 4 32 47 21 2 5 37 58 64 10 10 5 1 33 5276033 3
42 23 2 2 23 42 63 20 0 18 47 47 5 0 34 0 8 61 64 61 8 0 0 10 64 64 64 10 0 0 10 64 10 0 0 8 64 0 20 47 47 45 31 23 42 63 10 0 0 0 3 5079425 0
57 23 0 0 0 48 64 40 5 4 31 48 48 60 64 0 3 55 64 64 64 64 0 0 10 16 16 30 61 0 8 56 0 18 0 16 64 0 23 63 49 16 0 0 20 64 10 8 2 5 25 5472641 6
64 64 64 47 0 0 40 64 64 64 32 0 0 0 40 64 59 36 25 11 0 40 62 13 0 43 0 0 40 5 4 64 0 40 0 0 8 40 64 64 47 64 64 0 0 13 0 8 0 0 27 5341569 4
2 0 0 4 24 24 24 8 0 30 48 48 29 0 27 48 48 63 53 5 22 64 64 64 64 57 12 60 64 64 64 16 64 64 64 64 0 64 64 0 16 64 42 64 64 64 10 31 0 2 13 5538177 7
40 29 4 0 26 64 64 21 8 1 0 0 26 64 64 64 64 26 0 26 64 64 64 64 25 0 25 64 64 64 64 0 64 64 64 64 0 64 64 0 0 0 0 0 0 0 63 63 5 0 30 5144961 1
40 29 1 1 22 57 64 23 0 27 48 41 0 3 47 0 8 64 63 23 0 9 0 6 60 64 26 0 29 25 2 10 0 40 64 59 59 40 64 49 28 0 0 40 60 64 10 10 0 0 29 5669249 9
34 22 1 0 0 39 64 48 3 0 46 63 23 0 40 51 11 0 56 27 1 44 64 49 0 0 0 12 62 34 2 53 1 18 0 8 64 0 9 63 53 27 0 0 4 33 8 8 1 1 21 5603713 8
11 23 35 64 23 0 31 21 0 10 53 64 42 0 0 63 0 1 1 64 0 40 64 22 0 10 31 11 64 64 32 0 32 64 64 43 0 64 64 0 10 63 0 0 32 64 0 19 0 2 16 7635329 W
0 7 59 56 0 0 41 40 0 0 56 55 0 7 64 49 1 0 11 0 8 64 64 7 0 0 0 8 64 48 2 0 8 64 40 0 48 64 26 64 55 0 0 7 2 34 0 0 0 0 8 6979969 M
